N,P,K,pH,Rainfall(mm),Temperature(°C),Humidity(%),SoilType,Region,Season,Crop,SoilOrganicCarbon(%),Altitude(m),IrrigationAvailability,WindSpeed(km/h),SoilMoisture(%),WaterTableDepth(m),HistoricalYield(t/ha)
111,10,14,6.39,251.7,33.9,43.6,Peaty,Gujarat,Rabi,Bajra,1.98,313.0,No,28.3,43.7,22.5,1.76
124,92,171,5.8,168.9,36.9,63.7,Loamy,Punjab,Kharif,Jowar,0.44,428.0,Yes,0.2,21.3,6.5,9.1
43,9,17,7.28,254.3,33.3,49.1,Clay,Tamil Nadu,Zaid,Bajra,1.39,2944.0,Yes,28.1,32.7,29.3,4.55
107,90,172,4.97,56.5,29.6,69.5,Sandy,Gujarat,Zaid,Jowar,1.59,2534.0,Yes,18.7,47.2,18.4,1.48
120,30,145,6.04,228.0,39.0,51.3,Sandy,West Bengal,Rabi,Jowar,1.73,2107.0,No,6.8,44.3,10.0,8.42
9,134,109,6.69,80.1,25.2,64.1,Clay,Tamil Nadu,Zaid,Wheat,2.76,294.0,Yes,1.7,18.6,26.5,2.54
106,87,101,6.46,159.9,35.7,89.3,Clay,Tamil Nadu,Rabi,Bajra,1.74,743.0,Yes,28.9,6.0,4.2,5.77
65,96,55,5.58,199.2,29.8,76.3,Loamy,Gujarat,Zaid,Wheat,0.91,2636.0,Yes,24.2,21.4,11.3,8.8
103,82,22,5.91,253.3,26.2,70.5,Loamy,Maharashtra,Kharif,Wheat,0.77,756.0,No,9.4,47.9,21.3,5.87
71,50,61,6.67,290.4,37.2,72.1,Peaty,Bihar,Rabi,Pulses,2.94,1646.0,Yes,16.7,24.4,28.3,5.18
112,14,122,5.1,69.6,36.7,61.4,Clay,Gujarat,Rabi,Sugarcane,1.2,2391.0,No,29.7,34.8,2.7,4.48
80,120,197,4.28,283.1,21.0,60.5,Loamy,Gujarat,Rabi,Jowar,1.14,292.0,Yes,16.9,13.4,5.6,1.58
17,45,7,4.35,245.8,20.4,47.3,Sandy,Tamil Nadu,Zaid,Sugarcane,2.69,2702.0,No,19.5,41.5,27.7,3.13
73,83,130,4.0,204.8,34.4,64.6,Clay,Andhra Pradesh,Rabi,Bajra,0.81,2021.0,Yes,17.3,49.3,14.7,7.11
114,90,161,4.09,169.5,30.9,85.1,Sandy,Maharashtra,Kharif,Barley,2.22,1715.0,No,27.4,8.3,23.7,6.89
18,9,28,8.42,95.2,26.4,81.4,Clay,Maharashtra,Kharif,Cotton,2.84,2058.0,Yes,21.7,23.7,3.6,8.2
105,107,190,6.32,260.0,26.4,83.9,Silty,Gujarat,Zaid,Barley,0.93,1451.0,No,16.5,11.5,30.0,4.15
61,76,170,4.38,203.1,21.9,88.0,Silty,Maharashtra,Zaid,Wheat,1.98,1099.0,Yes,29.8,6.5,27.4,7.33
74,11,185,4.33,154.5,28.8,40.4,Loamy,Gujarat,Rabi,Rice,1.84,2721.0,Yes,15.4,27.9,8.6,1.12
61,97,87,4.12,270.7,21.1,56.4,Peaty,Maharashtra,Zaid,Barley,2.41,1696.0,No,0.4,12.2,7.7,3.2
51,116,40,7.45,226.6,23.3,60.8,Chalky,Bihar,Rabi,Maize,2.18,9.0,No,20.7,48.0,19.0,9.7
63,61,181,5.0,148.9,28.2,72.5,Chalky,Andhra Pradesh,Rabi,Jowar,2.36,965.0,No,24.5,20.0,23.4,6.28
94,99,106,8.42,230.5,32.5,76.2,Sandy,Punjab,Zaid,Barley,2.17,1099.0,No,12.6,45.9,11.2,7.66
132,75,85,8.33,204.9,24.2,83.9,Loamy,Punjab,Zaid,Maize,1.19,2387.0,Yes,17.1,11.3,20.3,9.74
41,10,167,6.38,261.3,20.2,81.8,Sandy,Andhra Pradesh,Rabi,Maize,1.65,1233.0,No,23.9,20.6,15.1,9.68
98,5,64,8.35,289.2,33.5,78.5,Sandy,Bihar,Kharif,Jowar,1.71,2433.0,Yes,7.7,13.1,21.0,8.4
49,9,5,6.01,164.9,20.4,75.8,Sandy,Punjab,Rabi,Maize,2.62,2372.0,Yes,17.0,43.5,22.7,5.0
7,55,139,5.66,58.9,38.4,71.1,Clay,Bihar,Kharif,Maize,1.76,661.0,Yes,3.1,11.3,2.2,1.51
110,101,60,7.05,204.6,39.7,48.2,Silty,Tamil Nadu,Kharif,Jowar,1.46,1528.0,Yes,23.9,38.4,20.0,3.09
91,28,123,8.15,77.2,29.7,50.0,Chalky,Maharashtra,Zaid,Wheat,0.97,113.0,Yes,15.2,40.2,12.2,5.91
14,142,33,7.6,146.2,31.1,81.1,Chalky,Punjab,Zaid,Barley,1.57,1745.0,No,28.7,25.6,28.7,3.22
76,22,133,5.48,85.3,20.3,54.5,Clay,Maharashtra,Zaid,Wheat,2.42,1065.0,Yes,10.7,23.6,12.9,3.19
26,118,20,8.43,214.3,34.7,58.7,Silty,Maharashtra,Rabi,Pulses,2.47,2282.0,Yes,20.2,40.5,15.8,9.47
53,22,110,8.01,152.3,34.0,48.1,Chalky,Gujarat,Zaid,Bajra,2.1,1123.0,Yes,20.6,41.4,9.0,3.3
81,118,124,8.34,92.1,35.1,81.1,Loamy,West Bengal,Rabi,Rice,1.64,939.0,Yes,3.3,41.8,13.1,8.85
38,78,146,4.35,166.8,32.5,42.9,Chalky,Bihar,Rabi,Maize,0.23,80.0,No,25.5,7.4,25.0,7.1
45,38,129,8.5,286.2,20.9,78.9,Silty,Tamil Nadu,Zaid,Maize,1.81,2033.0,No,2.4,35.2,19.5,8.22
7,122,20,7.66,106.5,30.2,63.2,Sandy,Bihar,Kharif,Maize,2.98,1065.0,Yes,27.6,14.2,8.3,6.63
77,38,153,4.54,200.0,30.1,45.9,Chalky,Gujarat,Rabi,Jowar,0.96,1937.0,Yes,6.3,17.5,20.7,1.69
13,104,55,4.3,148.9,30.2,55.1,Silty,Gujarat,Zaid,Rice,2.85,793.0,Yes,26.3,14.0,16.3,1.42
4,88,138,6.15,239.2,26.7,70.1,Loamy,Punjab,Zaid,Barley,0.5,2323.0,Yes,7.2,15.0,4.9,9.15
128,63,201,4.7,113.9,30.3,53.1,Loamy,Gujarat,Kharif,Rice,1.51,1798.0,Yes,11.7,25.6,21.6,2.08
76,60,191,5.8,127.1,27.1,55.9,Loamy,Andhra Pradesh,Zaid,Bajra,0.38,2268.0,No,1.4,22.7,29.7,3.95
46,32,183,8.1,138.8,31.2,41.4,Clay,Punjab,Kharif,Cotton,2.43,1461.0,Yes,12.2,32.4,28.9,6.25
62,76,142,4.3,209.3,26.7,45.7,Peaty,Punjab,Zaid,Maize,3.0,404.0,Yes,10.3,11.1,15.5,1.78
35,42,197,8.19,219.5,35.9,59.9,Peaty,Tamil Nadu,Kharif,Maize,2.76,1026.0,Yes,19.3,45.3,11.8,8.68
16,48,50,7.97,175.0,26.5,57.2,Chalky,Andhra Pradesh,Rabi,Rice,2.43,1087.0,No,10.0,36.0,2.0,9.19
31,38,89,8.18,228.9,29.2,67.6,Silty,Tamil Nadu,Zaid,Pulses,1.08,2578.0,No,17.2,7.7,18.3,6.45
79,52,41,5.23,156.5,32.6,40.2,Sandy,Gujarat,Rabi,Barley,2.57,1724.0,Yes,28.4,11.3,20.0,8.71
133,23,150,4.23,278.4,38.3,42.9,Chalky,Andhra Pradesh,Zaid,Barley,0.24,938.0,No,11.8,46.1,22.5,1.41
19,25,21,6.1,142.8,31.0,46.2,Peaty,Bihar,Kharif,Pulses,0.84,2539.0,Yes,29.7,30.5,20.7,7.27
121,123,47,6.22,272.1,22.3,83.2,Chalky,Bihar,Rabi,Pulses,0.96,2607.0,No,19.5,29.4,18.9,7.6
5,107,42,5.48,158.6,25.0,46.3,Silty,Punjab,Rabi,Cotton,2.0,2968.0,Yes,12.8,11.4,24.7,7.51
79,36,31,4.7,192.0,28.9,56.8,Sandy,Bihar,Kharif,Pulses,0.37,2316.0,Yes,29.9,7.9,25.2,3.55
121,112,154,5.27,122.0,26.5,65.4,Sandy,Bihar,Rabi,Barley,1.53,2961.0,Yes,6.1,49.2,7.2,3.67
70,123,45,7.54,176.0,20.2,66.3,Peaty,Gujarat,Zaid,Maize,2.68,798.0,Yes,21.1,37.0,17.1,4.61
102,69,24,6.03,168.1,26.3,41.6,Silty,Andhra Pradesh,Rabi,Rice,0.42,202.0,No,16.6,19.3,22.6,5.71
9,109,123,5.6,69.8,39.3,66.5,Silty,Tamil Nadu,Rabi,Cotton,1.43,505.0,No,14.7,42.6,17.4,1.81
87,129,33,7.23,70.2,25.6,88.3,Peaty,Bihar,Kharif,Cotton,2.07,443.0,Yes,5.4,5.7,28.8,4.22
17,23,66,8.02,110.9,39.0,75.2,Chalky,Tamil Nadu,Rabi,Barley,2.64,1137.0,Yes,12.8,43.3,27.5,5.22
5,106,175,7.74,139.0,39.9,85.4,Peaty,Tamil Nadu,Zaid,Maize,0.79,1157.0,Yes,23.9,19.1,10.3,2.89
90,41,115,8.01,271.4,31.6,45.2,Loamy,Gujarat,Zaid,Cotton,2.72,2316.0,No,13.0,18.2,3.4,8.44
55,143,69,4.77,165.1,32.1,43.8,Clay,West Bengal,Kharif,Cotton,0.43,2497.0,Yes,7.0,33.8,28.2,9.73
98,31,7,5.34,211.0,24.3,56.7,Sandy,West Bengal,Kharif,Rice,0.41,113.0,Yes,1.2,9.5,12.7,8.73
14,144,202,4.59,100.5,28.2,70.9,Chalky,Tamil Nadu,Rabi,Jowar,1.14,2713.0,Yes,15.3,39.8,18.8,2.56
99,37,117,4.8,86.7,20.7,57.1,Clay,West Bengal,Kharif,Bajra,2.59,2487.0,Yes,28.6,46.0,24.7,1.91
112,82,159,8.29,187.0,31.7,54.5,Peaty,Maharashtra,Kharif,Pulses,0.26,1740.0,No,26.3,15.7,17.1,4.29
111,22,137,4.74,103.3,22.8,82.0,Loamy,Punjab,Kharif,Cotton,2.09,615.0,Yes,27.8,45.2,13.0,3.03
32,88,51,8.1,157.4,29.6,84.2,Clay,West Bengal,Rabi,Cotton,0.93,1144.0,Yes,5.3,17.6,7.9,2.78
75,135,90,8.23,192.5,38.1,66.5,Chalky,Andhra Pradesh,Rabi,Wheat,0.49,997.0,No,20.3,18.3,29.7,7.52
134,66,178,5.04,267.4,20.7,63.6,Clay,Punjab,Rabi,Wheat,0.57,2809.0,Yes,3.3,17.4,4.0,3.6
43,99,168,8.31,99.4,23.3,40.4,Loamy,Bihar,Kharif,Sugarcane,0.56,375.0,Yes,18.5,46.5,19.8,6.83
73,84,16,5.31,77.7,28.0,83.5,Clay,Bihar,Rabi,Pulses,1.64,1067.0,Yes,21.6,37.9,25.2,9.55
74,71,8,6.29,232.3,31.9,41.3,Sandy,Gujarat,Rabi,Wheat,2.69,676.0,Yes,15.4,35.0,16.9,9.25
136,132,81,7.78,147.2,33.8,75.7,Clay,Tamil Nadu,Zaid,Barley,0.42,2283.0,No,2.4,26.1,17.2,1.92
130,76,194,6.65,297.4,33.9,70.3,Chalky,Gujarat,Zaid,Cotton,2.71,2124.0,Yes,9.7,11.7,25.9,6.54
29,139,180,6.14,153.2,31.8,80.8,Peaty,Andhra Pradesh,Zaid,Wheat,0.7,2795.0,No,7.6,24.8,27.5,2.99
43,9,76,6.04,86.8,34.5,47.2,Silty,Maharashtra,Zaid,Wheat,1.6,1261.0,Yes,10.6,45.9,17.5,6.48
71,63,10,5.14,136.3,22.2,52.4,Loamy,West Bengal,Rabi,Cotton,1.84,1094.0,No,1.1,33.7,12.2,9.41
129,80,190,6.88,66.4,30.1,87.2,Peaty,Tamil Nadu,Rabi,Pulses,0.28,1248.0,Yes,26.9,45.3,10.0,5.04
35,89,95,6.66,167.0,28.8,67.9,Silty,Maharashtra,Zaid,Pulses,1.18,1899.0,No,12.0,29.6,15.8,1.86
80,143,113,7.98,69.8,38.1,47.0,Clay,Bihar,Kharif,Maize,2.59,2814.0,No,8.2,36.6,10.3,8.89
17,80,139,7.5,214.0,20.6,50.3,Silty,Andhra Pradesh,Rabi,Wheat,0.27,1139.0,Yes,28.0,28.3,14.2,5.93
17,131,84,4.56,224.6,36.5,82.0,Sandy,West Bengal,Kharif,Cotton,2.16,95.0,Yes,2.1,38.3,12.6,2.85
42,102,47,4.15,250.9,30.9,81.2,Loamy,Gujarat,Zaid,Jowar,1.2,2086.0,No,10.2,24.7,24.9,1.82
60,134,129,4.53,108.5,34.5,42.2,Peaty,Punjab,Zaid,Wheat,0.53,256.0,Yes,21.3,24.5,28.0,1.2
69,104,12,8.47,147.5,32.0,86.2,Chalky,West Bengal,Rabi,Cotton,2.95,1349.0,No,21.2,37.7,10.8,5.83
127,48,81,5.51,200.1,37.6,54.7,Clay,Gujarat,Kharif,Pulses,2.77,371.0,No,25.2,40.4,5.5,3.84
84,41,25,8.02,158.2,23.2,77.9,Loamy,Maharashtra,Kharif,Bajra,0.87,1660.0,Yes,27.0,31.4,9.1,8.26
26,107,68,6.08,209.8,30.2,68.2,Sandy,Punjab,Kharif,Bajra,1.88,2118.0,No,17.9,5.5,24.6,9.03
80,42,170,4.96,246.9,29.7,71.8,Peaty,Bihar,Kharif,Wheat,1.73,1908.0,Yes,17.6,45.1,11.5,8.95
126,84,9,6.46,168.6,29.1,81.8,Clay,Andhra Pradesh,Kharif,Wheat,2.51,800.0,No,12.5,15.8,15.4,3.94
124,10,22,8.03,129.3,26.3,88.8,Sandy,Tamil Nadu,Rabi,Sugarcane,0.27,2359.0,Yes,0.8,44.3,25.0,1.15
14,63,148,5.94,66.0,26.0,70.2,Chalky,Andhra Pradesh,Kharif,Bajra,1.3,1884.0,No,27.0,8.5,12.5,7.26
79,135,201,6.83,98.3,26.5,80.6,Sandy,West Bengal,Kharif,Jowar,1.73,641.0,No,24.7,39.3,2.0,3.54
75,19,127,8.48,203.7,26.6,81.7,Silty,Maharashtra,Rabi,Cotton,1.02,1378.0,Yes,12.7,19.0,1.1,9.97
19,62,67,6.1,208.9,30.0,54.5,Chalky,Andhra Pradesh,Zaid,Wheat,2.2,2337.0,Yes,23.3,46.2,2.1,1.87
45,106,75,4.97,216.5,35.0,45.6,Peaty,Maharashtra,Kharif,Jowar,0.87,91.0,Yes,21.4,43.2,12.7,8.2
62,63,156,4.15,59.9,31.6,49.7,Loamy,Tamil Nadu,Zaid,Wheat,2.89,395.0,No,1.0,34.3,22.4,4.68
66,128,114,5.63,277.0,25.4,75.6,Sandy,Bihar,Kharif,Bajra,2.74,349.0,No,15.3,5.8,13.2,8.06
55,138,56,8.03,127.9,25.8,75.5,Clay,Maharashtra,Kharif,Wheat,1.7,610.0,Yes,12.3,36.7,20.3,6.91
9,8,116,7.7,253.5,35.9,80.9,Clay,West Bengal,Kharif,Jowar,2.21,1594.0,No,14.4,21.6,10.5,6.92
43,64,111,5.74,165.2,30.5,73.7,Clay,Punjab,Rabi,Sugarcane,1.36,74.0,Yes,8.9,16.9,27.6,1.31
128,35,176,5.26,222.1,25.3,72.7,Sandy,Andhra Pradesh,Kharif,Barley,2.0,1048.0,No,23.3,41.0,21.2,4.2
27,141,89,8.2,84.0,27.6,40.6,Sandy,Maharashtra,Kharif,Pulses,1.17,2754.0,No,13.3,47.9,23.6,8.29
3,103,60,5.58,102.2,25.3,45.4,Peaty,Tamil Nadu,Zaid,Rice,1.55,2792.0,No,23.1,38.0,6.7,3.36
100,137,59,5.29,68.0,39.3,77.9,Silty,Maharashtra,Zaid,Bajra,2.72,1486.0,No,25.2,44.3,9.3,7.61
90,26,156,5.94,240.6,25.3,78.4,Loamy,Andhra Pradesh,Rabi,Pulses,2.43,33.0,No,14.8,36.5,16.9,4.48
20,29,193,8.01,286.0,34.2,46.4,Loamy,Gujarat,Rabi,Wheat,2.36,2225.0,Yes,26.3,26.3,22.9,1.72
88,75,139,7.71,64.7,20.8,63.5,Chalky,Gujarat,Zaid,Sugarcane,1.07,721.0,Yes,2.2,9.0,18.6,8.17
67,30,192,7.26,176.0,37.9,76.4,Silty,Andhra Pradesh,Rabi,Pulses,2.85,972.0,No,17.2,24.6,24.9,2.85
4,107,123,7.1,288.9,21.3,74.1,Sandy,Punjab,Rabi,Bajra,2.52,832.0,No,10.4,36.7,28.2,4.62
136,62,140,6.71,256.3,25.4,65.3,Loamy,Maharashtra,Kharif,Bajra,2.97,138.0,No,18.8,11.6,1.5,1.19
105,123,171,7.04,102.6,23.0,79.2,Silty,Andhra Pradesh,Rabi,Wheat,1.87,2706.0,No,11.2,30.4,26.6,6.23
82,106,157,8.4,65.6,35.4,83.5,Peaty,Gujarat,Kharif,Jowar,2.95,247.0,Yes,25.1,19.8,15.1,5.96
88,55,201,6.54,202.7,30.9,87.2,Chalky,Maharashtra,Zaid,Sugarcane,2.2,1386.0,No,0.7,7.9,18.4,7.99
41,49,72,4.31,98.6,32.0,89.6,Loamy,West Bengal,Zaid,Pulses,2.54,956.0,Yes,26.3,49.3,27.4,9.42
92,51,70,6.42,253.5,30.6,71.2,Loamy,Gujarat,Kharif,Maize,2.71,1936.0,No,24.9,8.6,16.0,8.15
85,101,138,7.84,149.0,23.4,43.6,Chalky,Punjab,Zaid,Maize,2.22,1020.0,Yes,3.6,40.1,2.8,1.22
33,111,70,6.94,136.3,25.6,44.4,Clay,Maharashtra,Kharif,Cotton,1.13,666.0,No,21.9,32.3,28.2,5.79
52,35,90,7.37,150.7,35.4,43.5,Chalky,Gujarat,Kharif,Rice,2.24,2838.0,No,19.9,23.5,26.2,5.63
33,126,67,7.79,239.2,34.0,86.0,Clay,Bihar,Zaid,Cotton,1.31,1483.0,Yes,7.2,36.4,5.8,7.98
91,63,191,5.57,271.7,33.3,73.6,Sandy,Punjab,Kharif,Wheat,1.44,1286.0,Yes,9.2,29.5,4.3,7.84
17,40,34,6.24,152.3,39.0,72.1,Chalky,Andhra Pradesh,Kharif,Sugarcane,0.84,643.0,No,29.5,31.4,3.7,1.23
26,79,193,7.92,291.7,22.1,60.2,Clay,Bihar,Zaid,Maize,2.91,2663.0,Yes,12.8,39.3,21.5,2.37
108,121,148,7.89,84.7,33.8,86.1,Clay,West Bengal,Rabi,Barley,2.2,2684.0,Yes,18.6,44.0,20.6,4.92
85,126,148,6.03,178.1,32.8,69.2,Peaty,Andhra Pradesh,Rabi,Maize,0.48,1281.0,No,23.9,35.6,3.3,7.09
64,105,90,4.97,103.2,34.2,45.5,Clay,Bihar,Kharif,Maize,0.6,72.0,Yes,9.4,37.8,11.3,6.91
61,133,170,7.0,107.5,38.7,67.4,Chalky,Punjab,Rabi,Sugarcane,1.02,1860.0,Yes,12.4,42.0,11.2,2.56
40,38,56,7.7,66.4,28.0,40.1,Silty,Bihar,Zaid,Bajra,1.38,280.0,Yes,6.6,18.8,21.8,4.38
60,88,61,4.31,192.6,32.6,53.8,Silty,Maharashtra,Zaid,Maize,1.69,2666.0,No,27.4,45.6,2.5,9.34
7,48,71,8.04,242.2,26.0,55.0,Chalky,West Bengal,Rabi,Sugarcane,1.87,810.0,No,25.5,40.1,7.2,3.74
2,10,37,5.21,264.4,21.8,79.2,Loamy,Gujarat,Zaid,Maize,0.4,1124.0,Yes,25.9,44.0,27.9,2.49
115,41,174,7.17,135.6,32.7,49.9,Loamy,Andhra Pradesh,Rabi,Maize,0.41,2579.0,Yes,27.3,14.3,12.6,9.25
48,141,163,7.82,100.7,30.6,53.5,Chalky,Maharashtra,Zaid,Rice,1.38,1359.0,Yes,27.4,18.6,16.8,6.39
40,84,23,5.4,209.6,31.9,73.1,Peaty,West Bengal,Kharif,Pulses,0.63,2489.0,Yes,10.3,31.5,10.2,7.6
87,82,64,6.8,208.3,24.2,79.8,Sandy,Tamil Nadu,Zaid,Bajra,2.73,2418.0,No,10.5,21.4,30.0,8.18
107,119,6,4.47,90.7,27.3,40.5,Chalky,Gujarat,Zaid,Sugarcane,2.9,2491.0,Yes,5.3,49.1,24.9,5.56
87,42,156,7.78,138.8,28.1,61.2,Sandy,Punjab,Rabi,Pulses,1.42,682.0,Yes,0.7,23.0,8.4,8.05
28,80,102,5.98,141.8,36.8,44.1,Chalky,West Bengal,Rabi,Rice,1.89,1079.0,No,19.5,16.8,6.9,7.26
86,57,194,6.49,61.3,34.7,71.8,Clay,West Bengal,Rabi,Rice,0.57,1443.0,Yes,6.1,20.3,26.1,9.25
27,113,86,4.82,88.0,27.9,62.5,Sandy,West Bengal,Rabi,Rice,2.16,2325.0,Yes,5.3,16.3,18.7,6.02
41,126,203,4.44,154.8,25.9,60.4,Sandy,Bihar,Zaid,Wheat,0.33,548.0,Yes,21.1,11.8,26.0,5.68
44,98,125,5.98,223.0,23.1,66.2,Sandy,Andhra Pradesh,Kharif,Maize,2.86,1950.0,No,17.2,13.0,4.7,4.09
87,71,49,6.43,99.5,27.7,51.9,Chalky,Gujarat,Kharif,Maize,0.81,1521.0,No,25.7,7.2,27.1,1.01
55,65,65,5.26,115.2,34.9,68.0,Chalky,Andhra Pradesh,Zaid,Maize,0.99,662.0,Yes,12.4,14.5,30.0,9.75
113,39,14,6.04,185.1,20.4,42.7,Peaty,West Bengal,Kharif,Barley,2.04,1117.0,Yes,23.5,48.4,12.3,7.52
63,11,118,6.72,243.4,25.9,68.1,Sandy,Gujarat,Kharif,Maize,0.93,579.0,No,1.3,29.6,28.6,7.06
34,124,132,6.16,63.7,39.6,46.5,Clay,West Bengal,Zaid,Wheat,2.83,2964.0,No,17.7,41.4,18.7,8.81
119,117,37,7.7,188.9,28.9,89.6,Clay,Bihar,Rabi,Barley,2.23,1523.0,No,4.9,20.3,25.0,1.61
87,130,161,5.0,176.0,20.6,46.1,Clay,Punjab,Zaid,Rice,2.72,1377.0,No,4.5,18.7,22.5,8.25
127,83,155,4.52,277.9,22.5,85.9,Chalky,Maharashtra,Zaid,Wheat,0.33,1782.0,Yes,7.2,38.8,6.1,9.52
87,71,117,5.58,59.3,37.9,83.5,Sandy,West Bengal,Rabi,Rice,1.48,764.0,Yes,15.1,11.9,23.3,4.27
110,142,46,7.72,151.8,39.0,74.2,Clay,Maharashtra,Zaid,Sugarcane,1.19,2261.0,No,11.4,9.8,22.5,6.89
130,116,41,5.06,271.4,27.5,76.0,Sandy,Punjab,Rabi,Jowar,0.79,2764.0,No,24.7,9.3,12.2,7.84
85,56,173,7.49,92.9,28.6,86.8,Chalky,Punjab,Rabi,Rice,1.13,1841.0,No,22.3,5.8,28.5,2.63
112,60,65,6.38,282.1,25.0,68.0,Silty,Maharashtra,Rabi,Cotton,1.45,2570.0,No,28.9,22.8,11.8,8.73
45,65,27,8.17,151.8,26.1,55.7,Silty,Tamil Nadu,Zaid,Cotton,2.53,1133.0,Yes,21.5,29.6,1.6,9.77
89,120,193,8.06,137.6,37.0,86.6,Chalky,Gujarat,Kharif,Barley,2.6,740.0,No,27.9,35.2,9.6,7.27
67,97,25,6.96,182.6,37.8,47.9,Silty,Punjab,Kharif,Pulses,1.98,89.0,No,29.9,33.3,11.8,6.17
129,118,156,5.17,216.0,24.3,80.0,Loamy,Bihar,Zaid,Jowar,2.73,2043.0,No,29.6,29.6,28.2,8.18
86,111,53,7.34,285.4,27.6,64.1,Clay,Maharashtra,Zaid,Maize,1.37,1937.0,Yes,19.9,25.5,10.0,4.2
138,107,113,7.72,256.3,33.0,66.0,Sandy,Andhra Pradesh,Zaid,Pulses,1.89,2105.0,Yes,19.1,11.9,9.6,3.66
82,27,112,7.35,205.4,29.7,66.2,Sandy,Maharashtra,Rabi,Wheat,2.9,2715.0,No,27.1,14.8,18.4,3.25
75,75,12,6.15,190.0,34.9,78.5,Silty,Andhra Pradesh,Zaid,Maize,2.83,448.0,No,20.3,48.4,16.3,9.79
8,17,110,4.16,169.1,34.7,70.9,Clay,West Bengal,Rabi,Bajra,2.2,572.0,No,24.7,14.9,13.8,1.84
137,58,146,7.73,276.2,21.1,72.3,Silty,Gujarat,Zaid,Jowar,2.99,2487.0,Yes,9.9,46.1,21.3,1.51
77,18,180,8.12,243.9,32.5,87.0,Silty,Gujarat,Rabi,Cotton,1.65,921.0,Yes,25.9,32.3,1.1,7.6
48,66,110,6.44,229.3,21.9,40.4,Peaty,West Bengal,Zaid,Cotton,0.62,588.0,No,4.2,9.4,7.8,5.57
132,81,190,4.96,101.1,23.4,50.8,Clay,West Bengal,Kharif,Wheat,1.16,41.0,Yes,13.5,46.4,24.4,4.2
62,58,201,7.69,236.9,39.6,65.9,Clay,West Bengal,Rabi,Barley,1.03,2786.0,Yes,16.1,32.0,18.4,8.39
67,106,87,8.07,160.3,36.2,71.8,Silty,Gujarat,Zaid,Barley,2.88,1228.0,No,29.8,38.7,28.7,9.86
90,50,111,6.34,203.4,34.7,74.2,Silty,Punjab,Zaid,Jowar,0.89,570.0,No,9.0,33.3,28.6,8.07
123,128,173,7.04,139.4,32.9,83.4,Clay,Maharashtra,Rabi,Pulses,1.97,1783.0,No,22.8,38.7,2.0,6.05
13,76,46,7.02,134.3,37.6,56.4,Loamy,Gujarat,Kharif,Wheat,1.8,1888.0,Yes,29.5,5.7,20.8,3.45
24,137,55,6.64,108.8,27.1,81.4,Sandy,Bihar,Kharif,Sugarcane,2.17,889.0,Yes,17.1,46.0,6.5,4.92
99,105,34,6.16,70.3,37.7,54.3,Chalky,Andhra Pradesh,Rabi,Sugarcane,1.38,2455.0,Yes,18.0,27.5,12.0,9.55
76,96,147,6.97,137.6,21.6,57.4,Clay,West Bengal,Zaid,Barley,0.74,1417.0,No,12.7,42.2,3.1,5.62
24,93,21,7.35,57.7,20.4,73.0,Silty,Punjab,Kharif,Barley,2.24,2092.0,Yes,8.3,35.6,1.1,1.33
71,85,8,6.9,203.0,29.3,87.3,Peaty,Andhra Pradesh,Rabi,Pulses,0.66,2878.0,Yes,19.9,26.9,2.2,4.28
26,82,32,5.46,259.0,26.3,74.0,Peaty,Punjab,Rabi,Bajra,1.76,362.0,Yes,14.9,41.0,1.4,8.09
86,121,130,6.31,92.3,33.5,83.1,Silty,Maharashtra,Rabi,Rice,1.42,2581.0,Yes,16.2,43.3,3.2,7.13
29,106,169,6.24,278.5,39.3,62.9,Loamy,West Bengal,Zaid,Rice,0.46,2364.0,No,0.1,43.2,6.3,1.91
97,20,87,6.17,174.2,27.6,53.1,Silty,Punjab,Rabi,Wheat,1.46,2720.0,No,16.3,9.6,26.1,1.43
96,133,128,5.2,87.0,24.5,75.5,Chalky,Punjab,Rabi,Jowar,1.58,2818.0,Yes,20.9,28.9,3.6,4.24
74,95,86,6.94,61.1,28.7,52.7,Sandy,Gujarat,Rabi,Sugarcane,0.34,1227.0,Yes,26.0,45.2,12.5,7.42
31,60,174,7.58,77.9,33.6,61.5,Silty,West Bengal,Kharif,Jowar,0.45,1960.0,Yes,17.1,44.4,9.7,6.05
16,144,153,5.58,255.7,31.7,59.8,Chalky,Tamil Nadu,Zaid,Wheat,1.84,531.0,Yes,27.6,11.8,26.4,4.7
50,48,160,4.37,217.5,24.7,74.5,Chalky,Tamil Nadu,Kharif,Sugarcane,0.74,1348.0,No,12.7,47.3,9.7,4.65
106,76,149,4.33,269.6,37.2,59.6,Loamy,Punjab,Rabi,Maize,0.45,667.0,No,12.1,38.3,15.7,3.37
50,143,196,8.16,130.8,24.6,63.0,Loamy,Tamil Nadu,Rabi,Wheat,1.68,218.0,Yes,15.4,41.3,29.0,3.5
4,15,48,7.62,241.6,38.9,63.0,Peaty,West Bengal,Kharif,Barley,1.25,1010.0,Yes,4.3,14.3,10.5,2.74
3,104,133,7.02,66.8,25.8,76.4,Loamy,Punjab,Kharif,Maize,1.92,1053.0,No,8.8,42.3,1.7,8.07
57,61,187,4.58,89.4,37.0,57.6,Loamy,Bihar,Zaid,Cotton,1.71,1132.0,Yes,13.0,9.7,11.2,1.23
110,87,101,5.89,163.0,29.9,85.2,Loamy,Gujarat,Zaid,Wheat,2.43,2368.0,Yes,4.0,33.0,23.1,2.77
